date,,maker,electric_vehicles_sold,YEAR,vehicle_category,,,,,,,,,,
01-07-2022,,Hyundai Motor,14,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,BMW India,7,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,Mercedes -Benz AG,5,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,Volvo Auto India,4,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,Tata Motors,5065,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,MG Motor,372,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,Mahindra & Mahindra,2745,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,BYD India,348,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,Hyundai Motor,35,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,PCA Automobiles,151,2022,4-Wheelers,,,,,,,,,,
01-07-2022,,BMW India,40,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,Mercedes -Benz AG,10,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,Volvo Auto India,37,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,KIA Motors,17,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,Tata Motors,6606,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,MG Motor,885,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,Mahindra & Mahindra,708,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,BYD India,142,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,Hyundai Motor,116,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,PCA Automobiles,130,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,BMW India,55,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,Mercedes -Benz AG,31,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,Volvo Auto India,39,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,KIA Motors,26,2022,4-Wheelers,,,,,,,,,,
01-08-2022,,HERO ELECTRIC,759,2022,2-Wheelers,,,,,,,,,,
01-08-2022,,OKINAWA,1251,2022,2-Wheelers,,,,,,,,,,
01-08-2022,,AMPERE,751,2022,2-Wheelers,,,,,,,,,,
01-08-2022,,ATHER,903,2022,2-Wheelers,,,,,,,,,,
01-08-2022,,PURE EV,581,2022,2-Wheelers,,,,,,,,,,
01-08-2022,,TVS,302,2022,2-Wheelers,,,,,,,,,,
01-08-2022,,REVOLT,138,2022,2-Wheelers,,,,,,,,,,
01-08-2022,,BAJAJ,48,2022,2-Wheelers,,,,,,,,,,
01-08-2022,,BEING,171,2022,2-Wheelers,,,,,,,,,,
01-08-2022,,JITENDRA,36,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,OTHERS,749,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,OLA ELECTRIC,13601,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,OKINAWA,11341,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,HERO ELECTRIC,6803,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,AMPERE,6864,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,TVS,1498,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,ATHER,2451,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,BAJAJ,1223,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,REVOLT,1241,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,PURE EV,1756,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,BEING,874,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,JITENDRA,940,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,OTHERS,4683,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,OLA ELECTRIC,22548,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,TVS,8654,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,ATHER,7707,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,BAJAJ,4043,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,AMPERE,8767,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,OKINAWA,3179,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,HERO ELECTRIC,3293,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,OKAYA EV,1544,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,BGAUSS,762,2022,2-Wheelers,,,,,,,,,,
01-09-2022,,BATTRE ELECTRIC,644,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,KINETIC GREEN,838,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,REVOLT,520,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,OTHERS,4315,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,HERO ELECTRIC,170,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,OKINAWA,245,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,AMPERE,147,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,ATHER,160,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,PURE EV,122,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,TVS,9,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,REVOLT,42,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,BAJAJ,20,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,BEING,54,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,JITENDRA,13,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,OTHERS,260,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,OLA ELECTRIC,9266,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,OKINAWA,10340,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,HERO ELECTRIC,2970,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,AMPERE,6176,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,TVS,478,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,ATHER,3337,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,BAJAJ,1812,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,OKAYA EV,19,2022,2-Wheelers,,,,,,,,,,
01-10-2022,,REVOLT,1589,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,PURE EV,1464,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,BEING,862,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,JITENDRA,646,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,OTHERS,3455,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,OLA ELECTRIC,29447,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,TVS,20188,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,ATHER,15243,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,BAJAJ,9976,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,AMPERE,10659,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,OKINAWA,2873,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,HERO ELECTRIC,2085,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,OKAYA EV,3831,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,BGAUSS,1792,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,BATTRE ELECTRIC,1185,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,KINETIC GREEN,886,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,REVOLT,565,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,OTHERS,6627,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,HERO ELECTRIC,1355,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,OKINAWA,984,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,AMPERE,299,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,ATHER,320,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,PURE EV,460,2022,2-Wheelers,,,,,,,,,,
01-11-2022,,TVS,208,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,REVOLT,59,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,BAJAJ,176,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,BEING,198,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,JITENDRA,43,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,OTHERS,567,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,OLA ELECTRIC,5897,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,OKINAWA,7554,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,HERO ELECTRIC,6836,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,AMPERE,6919,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,TVS,1983,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,ATHER,3829,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,BAJAJ,1824,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,OKAYA EV,760,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,REVOLT,2423,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,PURE EV,1125,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,BEING,1005,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,JITENDRA,568,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,OTHERS,3658,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,OLA ELECTRIC,17768,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,TVS,7772,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,ATHER,4547,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,BAJAJ,2975,2022,2-Wheelers,,,,,,,,,,
01-12-2022,,AMPERE,3006,2022,2-Wheelers,,,,,,,,,,
01-01-2023,,OKINAWA,2588,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,HERO ELECTRIC,1123,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,OKAYA EV,419,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,BGAUSS,189,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,BATTRE ELECTRIC,82,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,KINETIC GREEN,201,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,REVOLT,705,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,OTHERS,4466,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,HERO ELECTRIC,4557,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,OKINAWA,2633,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,AMPERE,663,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,ATHER,1799,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,PURE EV,1417,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,TVS,648,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,REVOLT,321,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,BAJAJ,730,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,BEING,494,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,JITENDRA,212,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,OTHERS,1202,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,OLA ELECTRIC,3864,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,OKINAWA,8394,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,HERO ELECTRIC,9334,2023,2-Wheelers,,,,,,,,,,
01-01-2023,,AMPERE,6812,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,TVS,4348,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,ATHER,1289,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,BAJAJ,2482,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,OKAYA EV,1076,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,REVOLT,2318,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,PURE EV,1000,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,BEING,1245,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,JITENDRA,880,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,OTHERS,3562,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,OLA ELECTRIC,19409,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,TVS,10272,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,ATHER,6604,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,BAJAJ,4081,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,AMPERE,3530,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,OKINAWA,2238,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,HERO ELECTRIC,770,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,OKAYA EV,775,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,BGAUSS,653,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,BATTRE ELECTRIC,133,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,KINETIC GREEN,229,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,REVOLT,478,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,OTHERS,5020,2023,2-Wheelers,,,,,,,,,,
01-02-2023,,HERO ELECTRIC,5527,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,OKINAWA,2894,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,AMPERE,810,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,ATHER,1613,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,PURE EV,1094,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,TVS,651,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,REVOLT,853,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,BAJAJ,796,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,BEING,325,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,JITENDRA,208,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,OTHERS,1279,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,OLA ELECTRIC,3475,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,OKINAWA,8756,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,HERO ELECTRIC,9925,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,AMPERE,6771,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,TVS,6426,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,ATHER,5376,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,BAJAJ,2620,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,OKAYA EV,905,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,REVOLT,1662,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,PURE EV,880,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,BEING,1099,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,JITENDRA,653,2023,2-Wheelers,,,,,,,,,,
01-03-2023,,OTHERS,3678,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,OLA ELECTRIC,18983,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,TVS,15296,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,ATHER,7065,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,BAJAJ,6508,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,AMPERE,3654,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,OKINAWA,1977,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,HERO ELECTRIC,774,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,OKAYA EV,1137,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,BGAUSS,912,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,BATTRE ELECTRIC,287,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,KINETIC GREEN,380,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,REVOLT,508,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,OTHERS,4990,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,HERO ELECTRIC,6727,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,OKINAWA,3321,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,AMPERE,807,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,ATHER,2174,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,PURE EV,1337,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,TVS,688,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,REVOLT,499,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,BAJAJ,381,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,BEING,337,2023,2-Wheelers,,,,,,,,,,
01-04-2023,,JITENDRA,134,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,OTHERS,1627,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,OLA ELECTRIC,8065,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,OKINAWA,8497,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,HERO ELECTRIC,8208,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,AMPERE,6488,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,TVS,4001,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,ATHER,6280,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,BAJAJ,3649,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,OKAYA EV,954,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,REVOLT,865,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,PURE EV,790,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,BEING,975,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,JITENDRA,661,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,OTHERS,3849,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,OLA ELECTRIC,18926,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,TVS,15425,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,ATHER,7107,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,BAJAJ,7019,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,AMPERE,4148,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,OKINAWA,1769,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,HERO ELECTRIC,835,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,OKAYA EV,873,2023,2-Wheelers,,,,,,,,,,
01-05-2023,,BGAUSS,924,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,BATTRE ELECTRIC,255,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,KINETIC GREEN,231,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,REVOLT,879,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,OTHERS,5355,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,HERO ELECTRIC,6799,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,OKINAWA,4166,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,AMPERE,1083,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,ATHER,2647,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,PURE EV,1400,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,TVS,486,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,REVOLT,900,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,BAJAJ,754,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,BEING,469,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,JITENDRA,283,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,OTHERS,1826,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,OLA ELECTRIC,15391,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,OKINAWA,14950,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,HERO ELECTRIC,8868,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,AMPERE,10113,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,TVS,5820,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,ATHER,7356,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,BAJAJ,3549,2023,2-Wheelers,,,,,,,,,,
01-06-2023,,OKAYA EV,1968,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,REVOLT,1041,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,PURE EV,1047,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,BEING,1422,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,JITENDRA,1111,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,OTHERS,4614,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,OLA ELECTRIC,23968,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,TVS,16309,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,ATHER,8375,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,BAJAJ,8960,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,AMPERE,4487,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,OKINAWA,1457,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,HERO ELECTRIC,658,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,OKAYA EV,863,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,BGAUSS,1157,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,BATTRE ELECTRIC,227,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,KINETIC GREEN,389,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,REVOLT,681,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,OTHERS,7092,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,HERO ELECTRIC,7493,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,OKINAWA,5542,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,AMPERE,2077,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,ATHER,2202,2023,2-Wheelers,,,,,,,,,,
01-07-2023,,PURE EV,1688,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,TVS,522,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,REVOLT,780,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,BAJAJ,728,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,BEING,912,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,JITENDRA,273,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,OTHERS,2317,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,OLA ELECTRIC,15797,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,OKINAWA,9068,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,HERO ELECTRIC,9026,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,AMPERE,12446,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,TVS,8147,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,ATHER,7837,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,BAJAJ,3057,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,OKAYA EV,1783,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,REVOLT,524,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,PURE EV,925,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,BEING,1216,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,JITENDRA,1256,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,OTHERS,5693,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,OLA ELECTRIC,29980,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,TVS,18914,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,ATHER,9220,2023,2-Wheelers,,,,,,,,,,
01-08-2023,,BAJAJ,11769,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,AMPERE,4638,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,OKINAWA,1587,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,HERO ELECTRIC,814,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,OKAYA EV,1281,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,BGAUSS,1589,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,BATTRE ELECTRIC,659,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,KINETIC GREEN,422,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,REVOLT,663,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,OTHERS,9707,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,HERO ELECTRIC,6402,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,OKINAWA,6184,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,AMPERE,3410,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,ATHER,1813,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,PURE EV,1685,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,OLA ELECTRIC,240,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,TVS,1119,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,REVOLT,835,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,BAJAJ,642,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,BEING,1190,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,JITENDRA,503,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,OTHERS,2603,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,OLA ELECTRIC,16919,2023,2-Wheelers,,,,,,,,,,
01-09-2023,,OKINAWA,5281,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,HERO ELECTRIC,8100,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,AMPERE,4592,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,TVS,9363,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,ATHER,7693,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,BAJAJ,3240,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,OKAYA EV,1445,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,REVOLT,37,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,PURE EV,780,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,BEING,966,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,JITENDRA,668,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,OTHERS,5557,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,OLA ELECTRIC,30588,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,TVS,12171,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,ATHER,6471,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,BAJAJ,10292,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,AMPERE,3309,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,OKINAWA,953,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,HERO ELECTRIC,545,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,OKAYA EV,700,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,BGAUSS,1200,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,BATTRE ELECTRIC,241,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,KINETIC GREEN,660,2023,2-Wheelers,,,,,,,,,,
01-10-2023,,REVOLT,673,2023,2-Wheelers,,,,,,,,,,
01-11-2023,,OTHERS,7691,2023,2-Wheelers,,,,,,,,,,
01-11-2023,,HERO ELECTRIC,8238,2023,2-Wheelers,,,,,,,,,,
01-11-2023,,OKINAWA,5737,2023,2-Wheelers,,,,,,,,,,
01-11-2023,,AMPERE,4366,2023,2-Wheelers,,,,,,,,,,
01-11-2023,,ATHER,1881,2023,2-Wheelers,,,,,,,,,,
